FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2022,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,482,513.2444794095036
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,11,39.894630469258
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,2,0.1084674329039999
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,2,4.281597590302
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,1,1.089965423328
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,5,54.01325419
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,1,0.000220462262
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,23,44.2501049635562
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,10,56.906380454226
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,42,212.6735066533496
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,17,118.5079016098136
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,171,54.28662739487999
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,33,0.26235009178
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,42,431.59566338347
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),2,1733.93569063
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,110,0.35053499658
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,54,120.6991862629626
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,86,1.89156620796
2022,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,1445,1080.288893724296
2022,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,2,0.0026896395964
2022,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.0110231131
2022,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,37,6.1326648807326
2022,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,8,3.9705914772986
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,3,0.139111687322
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,22,1.6799885751186
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,8,77.5005981042416
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),1,9.05218047772
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,52,42.25049020099
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,8,31.2251063396914
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,100,75.97180254840261
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,26,1278.215282840394
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,1,0.001984160358
2022,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,80,2278.7415695136497
2022,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Cocaine,1,2.3809924296
2022,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,26,10.8834282107968
2022,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,9,1.272287714002
2022,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,1,4.629707502
2022,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Fentanyl,1,0.070988848364
2022,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,13,1.3930789873518
2022,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,1,0.000440924524
2022,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,2,35.098033034924
2022,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Heroin,1,0.004850169764
2022,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,40,3460.13884379016
2022,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,1,0.011243575362
2022,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,4,0.0354282855034
2022,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,3,314.0356613153516
2022,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,1,0.0072311621936
2022,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,0.0020282528104
2022,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Khat (Catha Edulis),1,0.3177302119944
2022,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,36,5.7273450120456
2022,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,2,542.366948971596
2022,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,16,1.4882745920834
2022,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,37,3.8717802914702
2022,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,3,0.0114419913978
2022,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,3,0.024140617689
2022,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,3,0.044974301448
2022,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,10,6.8066841543452
2022,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Fentanyl,2,0.068563763482
2022,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,2,0.179456281268
2022,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,1,0.217816714856
2022,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Ecstasy,2,0.037919509064
2022,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Lsd,1,0.0066800065386
2022,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,6,10.6690947996804
2022,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Methamphetamine,1,0.0153662196614
2022,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,4,0.4191648987406
2022,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,2,0.2689639596399999
2022,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Khat (Catha Edulis),1,2.9102782282096
2022,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,26,2.3716007372388
2022,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,50,11.956329855046
2022,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,9,63.857731944895605
2022,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,5,5.4171325631854
2022,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,1,11.7726847908
2022,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,45,379.43506381218697
2022,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,13,99.1765138427602
2022,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,16,22.494205516384
2022,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,19,686.6137535312312
2022,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Ecstasy,1,0.6775687160308
2022,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,2,1.2672832206546
2022,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,4,17.937250560844
2022,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,26,1095.611263441784
2022,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,13,3098.8852365864336
2022,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,38,56.4550501114596
2022,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,24,600.0140385336898
2022,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,46,904.1302208326132
2022,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,20,89.1328484341476
2022,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,2,0.5232451326308
2022,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,66,2.6627652466622
2022,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,122,24025.523204592733
2022,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,32,105.1774084294954
2022,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,7,170.53637814748
2022,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,19,136.5189629359752
2022,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,2,8.6421206704
2022,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,9,0.9050416779624
2022,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,11,537.31613650295
2022,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,10,3.5984732252688003
2022,NOV,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,1,0.002866009406
2022,NOV,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other Drugs**,1,0.06724098991
2022,NOV,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,1,0.572760956676
2022,NOV,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,1,1.10892517786
2022,NOV,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other Drugs**,1,1.9080126927052
2022,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,3,0.21054146021
2022,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,2,0.09038952742
2022,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,7,69.5149
2022,NOV,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,5,66.9359
2022,NOV,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Methamphetamine,1,0.0067
2022,NOV,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,1010.5515
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,1,0.0239
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Cocaine,1,0.011
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,1,0.022
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,1,11.0471
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,5.0495
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Methamphetamine,1,0.0485
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Marijuana,1,2.6173
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Methamphetamine,1,0.0049
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Fentanyl,1,0.004
2022,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,4,0.1294
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,3,0.0077
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,2.8704
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,39,1566.149
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,4,27.176
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,4,1.0786
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,2,0.0117
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Heroin,1,0.0007
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,7,0.1539
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,7,28.843000000000004
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,2,0.0127999999999999
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,2,0.012
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Ecstasy,1,0.0066
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,3,0.1992
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,1,0.0189
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,3,0.0486
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,1,5.4
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,2,0.0211
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,2,0.2514
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,26,115.9019
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,11,62.9408
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,7,1.5591
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,4,58.6693
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,1,0.0022
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,17,460.3596
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,1,0.0518
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,8,432.9638000000001
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,38,2546.9332
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,4,2.4718
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,2,0.0848
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,3,52.9327
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,6,30.3401
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,5,1.2247
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,10,485.0903
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,3,2.3311
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,8,11.6313
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,1,0.0009
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,46,104.9014
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,22,251.0029
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,6,0.0298
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,7,37.2023
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,1,0.0002
2022,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,4,0.0
2022,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Ecstasy,2,0.009038952742
2022,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Khat (Catha Edulis),2,4672.69764309
2022,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,6,0.363983194562
2022,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,2,2.252903855378
2022,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,11,21.147622020088
2022,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),2,213.6720243304
2022,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,20,17.399653334957
2022,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,44,80.967962422299
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,24,99.4663776248378
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,47,19.9019441011094
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,7,127.5675557582154
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,6,13.0137550485028
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,18,105.3719884219366
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),5,133.4017147362
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,7,0.0166008083286
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,178,1344.8943805832346
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,15,227.288435018306
2022,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,523,796.4442164162724
2022,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,1,0.156748668282
2022,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,3,0.524259259036
2022,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Fentanyl,1,9.92080179
2022,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,2,11.563686566424
2022,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,13,8.462818712715398
2022,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,2,0.24912235606
2022,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,36,79.252655792808
2022,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,4,5.8497015674556
2022,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,3,5361.906766554401
2022,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,45,334.5576114358836
2022,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,19,47.118737870474
2022,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,150,330.20617140098
2022,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,53,71.0432804964878
2022,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,14,4.113384884396
2022,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,17,92.177696827082
2022,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,36,0.32407952514
2022,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,65,126.9581980660474
2022,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,2,0.0264775176662
2022,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,560,675.9173214110627
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,16,82.081186614268
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,2,7.495716907999999
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,3,16.424438519
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,10,95.603018991776
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,19,53.601871609108
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,10,141.354229451064
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,50,62.104660129924
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,20,508.397881134148
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,94,33.4472998019728
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,0.0110231131
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,8,2.4254817140716
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,31,92.5610807007
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),2,19353.27966967
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,70,0.23368999772
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,25,25.388478184372403
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,46,1.66669470072
2022,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,1459,1520.842732476969
2022,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,2,0.6943018017165999
2022,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.000440924524
2022,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,28,2.5376749592034
2022,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,8,0.285939553814
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,3,39.43849404918
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,16,17.0578045514998
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,2,8.62889293468
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,108,130.1045693306328
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,15,24.7647022602696
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,67,446.2344016727224
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,10,898.847900942641
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,78,186.8466613072164
2022,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,5,5.0972859134758
2022,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,24,0.7887257885312
2022,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,15,3.552308427606
2022,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Ecstasy,1,0.000881849048
2022,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Fentanyl,1,0.0032407952514
2022,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,27,3.1474515296692003
2022,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,3,0.007936641432
2022,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,2,0.117285923384
2022,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,1,0.006172943336
2022,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,1,0.025132697868
